player,color,moves,total_sac,file_name
Caruana,White,51,1.5,"Caruana,-F._vs_Jobava,-Ba_2014.06.16.pgn"
Caruana,White,87,1.5,"Caruana,-F._vs_Le-Quang-Liem_2014.06.20.pgn"
Caruana,White,98,4.5,"Caruana,-F._vs_Topalov,-V._2013.04.29.pgn"
Caruana,White,0,0,"Caruana,-Fabiano_vs_Sergey-Karjakin_Thu Nov 07 2019.pgn"
Caruana,Black,83,15,"Karjakin,-Sergey_vs_Caruana,-F._2013.04.13.pgn"
Caruana,Black,99,0,"Shirov,-A._vs_Caruana,-F._2014.08.10.pgn"
Caruana,White,115,3.5,Fabiano-Caruana_vs_Maxime-Vachier-Lagrave_2017.06.05.pgn
Caruana,Black,65,7.5,"Grischuk,-A._vs_Caruana,-F._2014.06.19.pgn"
Caruana,White,100,11,Caruana-Fabiano_vs_Galyas-Miklos_2005.06.04.pgn
Caruana,White,86,2.5,Fabiano-Caruana_vs_Viswanathan-Anand_2018.06.23.pgn
Caruana,Black,100,0,"Koneru,-H._vs_Caruana,-F._2009.06.16.pgn"
Caruana,Black,94,1,Paschall-William-M_vs_Caruana-Fabiano_2006.02.11.pgn
Caruana,Black,61,3.5,Hikaru-Nakamura_vs_Fabiano-Caruana_2017.11.02 (2).pgn
Caruana,White,87,3.5,"Caruana,-F._vs_Sasikiran,-K._2009.01.30.pgn"
Caruana,Black,83,6,"Karjakin,-Sergey_vs_Caruana,-F._2016.03.28.pgn"
Caruana,Black,80,0,"Cvitan,-O._vs_Caruana,-F._2011.02.27.pgn"
Caruana,Black,60,1,"Potkin,-V._vs_Caruana,-F._2010.04.05.pgn"
Caruana,White,47,1,"Fabiano-Caruana_vs_Shetty,-A._2018.02.07.pgn"
Caruana,Black,61,1,Ian-Nepomniachtchi_vs_Fabiano-Caruana_2017.12.04.pgn
Caruana,Black,114,5,"Wang-Hao_vs_Caruana,-F._2013.01.22.pgn"
Caruana,Black,38,2.5,Del-Rio-Angelis-Salvador-G_vs_Caruana-Fabiano_2006.07.16.pgn
Caruana,Black,26,0,"Kosic,-D._vs_Caruana,-F._2007.03.13.pgn"
Caruana,White,144,5.5,"Caruana,-F._vs_Gajewski,-G._2014.05.03.pgn"
Caruana,White,97,1,"Caruana,-F._vs_Malakhatko,-V._2007.10.09.pgn"
Caruana,Black,105,1,"Van-Wely,-L._vs_Caruana,-F._2010.08.18.pgn"
Caruana,Black,80,5.5,"Ding-Liren_vs_Caruana,-F._2015.01.10.pgn"
Caruana,White,103,14.5,"Caruana,-F._vs_Fridman,-D._2012.07.15.pgn"
Caruana,White,129,2,"Caruana,-F._vs_Godena,-M._2011.04.30.pgn"
Caruana,White,141,0,"Caruana,-F._vs_Nakamura,-Hi_2016.11.14 (1).pgn"
Caruana,Black,92,2.5,"Rosenthal,-Nicholas_vs_Fabiano-Caruana_2018.01.31.pgn"
Caruana,Black,151,10.5,Hikaru-Nakamura_vs_Fabiano-Caruana_2017.06.25.pgn
Caruana,White,82,1,"Caruana,-F._vs_Grooten,-H._2007.01.31.pgn"
Caruana,Black,32,2.5,"Aleksandrov,-A._vs_Caruana,-F._2010.03.08.pgn"
Caruana,Black,55,8,"Kramnik,-V._vs_Caruana,-F._2010.11.17.pgn"
Caruana,Black,158,4,"Rodshtein,-M._vs_Caruana,-F._2012.03.29.pgn"
Caruana,White,104,0,Fabiano-Caruana_vs_Hikaru-Nakamura_2017.11.02 (2).pgn
Caruana,Black,125,0,"So,-W._vs_Caruana,-F._2017.03.25 (1).pgn"
Caruana,Black,56,1,"Negi,-P._vs_Caruana,-F._2010.07.21.pgn"
Caruana,White,80,19.5,Caruana-Fabiano_vs_Nakamura-Hikaru_2004.05.18.pgn
Caruana,Black,55,1,"Giri,-A._vs_Caruana,-F._2013.01.25.pgn"
Caruana,White,81,4.5,"Caruana,-F._vs_Rakesh,-Kumar-Jena_2017.01.24.pgn"
Caruana,White,108,3,"Caruana,-F._vs_Svidler,-P._2010.11.17.pgn"
Caruana,White,77,1,"Caruana,-F._vs_Contin,-D._2007.11.28.pgn"
Caruana,White,92,4.5,Fabiano-Caruana_vs_Alexander-Grischuk_2017.11.10 (1).pgn
Caruana,White,83,11,"Caruana,-F._vs_Giri,-A._2016.03.12.pgn"
Caruana,White,78,7,Caruana-Fabiano_vs_Vajda-Levente_2006.02.06.pgn
Caruana,Black,98,18.5,"Gelfand,-B._vs_Caruana,-F._2013.12.14 (1).pgn"
Caruana,White,69,4.5,"Caruana,-F._vs_Mamedyarov,-S._2016.06.04 (1).pgn"
Caruana,Black,130,11,"Kalezic,-B._vs_Caruana,-F._2009.03.17.pgn"
Caruana,Black,103,10,Viswanathan-Anand_vs_Fabiano-Caruana_2018.06.24.pgn
Caruana,Black,115,3.5,"Kramnik,-V._vs_Caruana,-F._2016.06.10.pgn"
Caruana,Black,104,10,"Liang,-Awonder_vs_Fabiano-Caruana_2018.04.18.pgn"
Caruana,White,110,25,"Caruana,-F._vs_Nakamura,-Hi_2016.06.10.pgn"
Caruana,White,98,3.5,"Caruana,-F._vs_Navara,-D._2015.10.23.pgn"
Caruana,Black,132,22.5,"Mogranzini,-R._vs_Caruana,-F._2007.11.23.pgn"
Caruana,White,67,1,"Caruana,-F._vs_Vachier-Lagrave,-M._2016.05.10 (2).pgn"
Caruana,White,108,8,"Caruana,-F._vs_Giri,-A._2014.12.08.pgn"
Caruana,Black,72,6,Niemi-Kalle_vs_Caruana-Fabiano_2005.05.19.pgn
Caruana,Black,80,9.5,"Karttunen,-M._vs_Caruana,-F._2007.11.03.pgn"
Caruana,White,90,13,"Caruana,-F._vs_Morozevich,-A._2012.06.07.pgn"
Caruana,White,135,8,"Caruana,-F._vs_Gavrilakis,-N._2012.06.29.pgn"
Caruana,White,152,9.5,"Caruana,-F._vs_Nakamura,-Hi_2015.02.13.pgn"
Caruana,White,97,0,"Caruana,-F._vs_Halkias,-S._2008.03.06.pgn"
Caruana,Black,76,0,Sergey-Karjakin_vs_Fabiano-Caruana_2018.06.14.pgn
Caruana,Black,70,1,"Comas-Fabrego,-L._vs_Caruana,-F._2009.09.19.pgn"
Caruana,White,91,6,Fabiano-Caruana_vs_Levon-Aronian_2018.06.23.pgn
Caruana,Black,60,2.5,"Kristjansson,-St_vs_Caruana,-F._2008.03.07.pgn"
Caruana,White,66,3.5,"Caruana,-F._vs_Vachier-Lagrave,-M._2016.05.10 (6).pgn"
Caruana,White,137,5,"Caruana,-F._vs_Tiviakov,-S._2010.01.24.pgn"
Caruana,White,158,7,Fabiano-Caruana_vs_Magnus-Carlsen_2017.06.23.pgn
Caruana,Black,66,0,"Todorovic,-GM._vs_Caruana,-F._2010.03.06.pgn"
Caruana,Black,85,2.5,Shakhriyar-Mamedyarov_vs_Fabiano-Caruana_2018.01.17.pgn
Caruana,White,139,13,"Caruana,-F._vs_Svidler,-P._2013.10.26.pgn"
Caruana,White,118,12.5,"Caruana,-F._vs_Aronian,-L._2014.06.18.pgn"
Caruana,White,105,10,Caruana-Fabiano_vs_Munoz-Pantoja-Miguel_2006.08.__.pgn
Caruana,Black,50,5,"Nielsen,-PH._vs_Caruana,-F._2009.08.22.pgn"
Caruana,Black,113,4.5,Viswanathan-Anand_vs_Fabiano-Caruana_2018.06.13.pgn
Caruana,White,55,0,"Caruana,-F._vs_Piscopo,-P._2007.06.22.pgn"
Caruana,Black,41,0,"Tomashevsky,-E._vs_Caruana,-F._2010.07.22.pgn"
Caruana,Black,84,2.5,Jeffery-Xiong_vs_Fabiano-Caruana_2018.02.03.pgn
Caruana,Black,56,0,Moreno-Ruiz-Javier_vs_Caruana-Fabiano_2005.08.24.pgn
Caruana,White,70,6,"Caruana,-F._vs_Vachier-Lagrave,-M._2015.01.25.pgn"
Caruana,Black,127,6,Hasanova-Elmira_vs_Caruana-Fabiano_2005.05.12.pgn
Caruana,Black,79,5.5,"Hou-Yifan_vs_Caruana,-F._2017.04.15.pgn"
Caruana,White,75,0,Caruana-Fabiano_vs_Barez-Menendez-Hector_2005.03.11.pgn
Caruana,Black,68,2.5,"Sutovsky,-E._vs_Caruana,-F._2013.12.12.pgn"
Caruana,White,103,5,"Caruana,-F._vs_Palac,-M._2012.04.27.pgn"
Caruana,Black,179,9,"Mamedyarov,-S._vs_Caruana,-F._2015.04.17.pgn"
Caruana,White,139,9.5,"Caruana,-F._vs_Anand,-V._2016.06.19.pgn"
Caruana,Black,128,8,"Adams,-Mi_vs_Caruana,-F._2008.11.17.pgn"
Caruana,Black,85,0,"Grischuk,-A._vs_Caruana,-F._2012.06.07.pgn"
Caruana,Black,151,3.5,Leinier-Dominguez-Perez_vs_Fabiano-Caruana_2018.08.14.pgn
Caruana,White,67,10,"Caruana,-F._vs_Bareev,-E._2008.08.28.pgn"
Caruana,White,89,1,Fabiano-Caruana_vs_Shakhriyar-Mamedyarov_2017.06.24.pgn
Caruana,White,108,14.5,Fabiano-Caruana_vs_Leinier-Dominguez-Perez_2018.08.13.pgn
Caruana,White,108,11,"Caruana,-F._vs_So,-W._2015.10.11.pgn"
Caruana,Black,86,4.5,"Vachier-Lagrave,-M._vs_Caruana,-F._2015.05.17.pgn"
Caruana,Black,86,1,"Ragger,-M._vs_Caruana,-F._2014.06.19.pgn"
Caruana,White,65,1,Caruana-Fabiano_vs_Koneru-Chandra-Hawsa_2005.05.18.pgn
Caruana,White,79,1,"Caruana,-F._vs_Kramnik,-V._2012.06.17.pgn"
Caruana,Black,141,0,"Short,-N._vs_Caruana,-F._2017.01.29.pgn"
Caruana,Black,150,15,Hikaru-Nakamura_vs_Fabiano-Caruana_2017.11.02 (9).pgn
Caruana,Black,81,6,Viswanathan-Anand_vs_Fabiano-Caruana_2018.04.05.pgn
Caruana,White,115,18.5,"Caruana,-F._vs_Eljanov,-P._2010.11.16.pgn"
Caruana,White,69,12,"Caruana,-F._vs_Lenic,-L._2010.04.29.pgn"
Caruana,Black,77,3.5,"Inarkiev,-E._vs_Caruana,-F._2010.04.01.pgn"
Caruana,Black,24,1,"Georgiev,-Vl_vs_Caruana,-F._2010.09.24.pgn"
Caruana,Black,72,2,Maxime-Vachier-Lagrave_vs_Fabiano-Caruana_2018.04.07.pgn
Caruana,White,88,0,"Caruana,-F._vs_Navara,-D._2009.01.20.pgn"
Caruana,Black,98,2,"Beliavsky,-A._vs_Caruana,-F._2009.10.30.pgn"
Caruana,Black,133,4.5,"Nakamura,-Hi_vs_Caruana,-F._2014.01.30.pgn"
Caruana,Black,79,5.5,"Collutiis,-D._vs_Caruana,-F._2010.10.17.pgn"
Caruana,Black,106,0,"Gopal,-G._vs_Caruana,-F._2017.01.31.pgn"
Caruana,Black,97,7.5,"Ivanchuk,-V._vs_Caruana,-F._2009.07.21.pgn"
Caruana,White,213,4,"Caruana,-F._vs_Zaragatski,-I._2007.08.07.pgn"
Caruana,Black,85,0,"Wang-Hao_vs_Caruana,-F._2012.12.02.pgn"
Caruana,Black,130,16,"Vachier-Lagrave,-M._vs_Caruana,-F._2016.05.10 (9).pgn"
Caruana,Black,96,11,Viswanathan-Anand_vs_Fabiano-Caruana_2018.08.13.pgn
Caruana,White,108,8.5,"Caruana,-F._vs_Svidler,-P._2014.06.20.pgn"
Caruana,Black,42,3.5,Azat-Sharafiev_vs_Fabiano-Caruana_2018.02.24.pgn
Caruana,White,74,15.5,"Caruana,-F._vs_Gelfand,-B._2014.10.03.pgn"
Caruana,White,85,10.5,"Caruana,-F._vs_Vitiugov,-N._2012.01.05.pgn"
Caruana,White,107,0,"Caruana,-F._vs_Shankland,-S._2016.04.15.pgn"
Caruana,White,102,9.5,Fabiano-Caruana_vs_Viswanathan-Anand_2018.06.15.pgn
Caruana,Black,99,3,"Ronchetti,-N._vs_Caruana,-F._2012.04.30.pgn"
Caruana,Black,44,3.5,"Gelfand,-B._vs_Caruana,-F._2010.08.15.pgn"
Caruana,White,77,5.5,"Caruana,-F._vs_Topalov,-V._2016.11.14 (1).pgn"
Caruana,Black,64,7,"Carlsen,-M._vs_Caruana,-F._2016.01.17.pgn"
Caruana,Black,76,7,"Kramnik,-V._vs_Caruana,-F._2015.07.03.pgn"
Caruana,White,91,5,"Caruana,-F._vs_Fernandez-Romero,-Ern_2011.01.28.pgn"
Caruana,White,97,5,"Caruana,-F._vs_So,-W._2010.07.23.pgn"
Caruana,White,84,1,"Caruana,-F._vs_Grischuk,-A._2013.11.12.pgn"
Caruana,Black,130,17.5,"Grischuk,-A._vs_Caruana,-F._2013.05.30.pgn"
Caruana,White,96,20.5,Fabiano-Caruana_vs_Maxime-Vachier-Lagrave_2018.06.16.pgn
Caruana,White,103,3.5,"Caruana,-F._vs_Nepomniachtchi,-I._2008.12.22.pgn"
Caruana,White,81,0,"Caruana,-F._vs_Andreikin,-D._2013.06.23.pgn"
Caruana,White,91,14.5,"Caruana,-F._vs_Hou-Yifan_2011.06.30.pgn"
Caruana,Black,69,0,"Iordachescu,-V._vs_Caruana,-F._2012.02.08.pgn"
Caruana,Black,90,6,Hikaru-Nakamura_vs_Fabiano-Caruana_2017.11.02 (12).pgn
Caruana,White,100,16,"Caruana,-F._vs_Carlsen,-M._2014.08.08.pgn"
Caruana,Black,48,5,"Svidler,-P._vs_Caruana,-F._2011.09.04.pgn"
Caruana,Black,104,5,"Mateo,-Ra_vs_Caruana,-F._2008.11.22.pgn"
Caruana,White,63,14.5,"Caruana,-F._vs_Fruebing,-S._2010.02.07.pgn"
Caruana,White,74,4.5,"Caruana,-F._vs_Kasparov,-G._2016.04.29.pgn"
Caruana,White,129,10.5,"Caruana,-F._vs_Evdokimov,-Alexa_2010.03.07.pgn"
Caruana,White,91,4,"Caruana,-F._vs_Giri,-A._2016.08.14.pgn"
Caruana,Black,47,4.5,Franco-Alonso-Alejandro_vs_Caruana-Fabiano_2005.03.08.pgn
Caruana,Black,100,2,Volodin-Aleksandr_vs_Caruana-Fabiano_2006.05.14.pgn
Caruana,Black,67,3.5,"Vachier-Lagrave,-M._vs_Caruana,-F._2011.07.25.pgn"
Caruana,Black,175,19,"Li-Shilong_vs_Caruana,-F._2008.01.23.pgn"
Caruana,White,79,2,"Caruana,-F._vs_Kamsky,-G._2017.04.04.pgn"
Caruana,White,117,11,"Caruana,-F._vs_Pelletier,-Y._2011.07.19.pgn"
Caruana,White,87,4.5,Fabiano-Caruana_vs_Alexander-Grischuk_2017.11.10.pgn
Caruana,White,0,0,"Caruana,-Fabiano_vs_Mamedyarov,-Shakhriyar_Fri Nov 08 2019.pgn"
Caruana,Black,129,7.5,"Nakamura,-Hi_vs_Caruana,-F._2014.10.27.pgn"
Caruana,White,89,2.5,Fabiano-Caruana_vs_Alexander-Shabalov_2018.02.07.pgn
Caruana,Black,66,2.5,"Castaldo,-F._vs_Caruana,-F._2007.06.23.pgn"
Caruana,Black,86,17.5,"Andreikin,-D._vs_Caruana,-F._2013.07.26.pgn"
Caruana,Black,91,1.5,"Mamedyarov,-S._vs_Caruana,-F._2013.04.21.pgn"
Caruana,Black,43,0,"Mamedov,-Rau_vs_Caruana,-F._2010.11.18.pgn"
Caruana,White,63,3.5,"Caruana,-F._vs_Van-Wely,-L._2010.08.12.pgn"
Caruana,Black,86,6,"Svidler,-P._vs_Caruana,-F._2009.08.30.pgn"
Caruana,White,88,0,"Caruana,-F._vs_Andreikin,-D._2014.10.23.pgn"
Caruana,White,83,5,"Caruana,-F._vs_Aronian,-L._2015.02.13.pgn"
Caruana,White,83,0,"Caruana,-F._vs_Makarov,-M._2011.04.17.pgn"
Caruana,Black,33,0,"Huebner,-R._vs_Caruana,-F._2010.05.01.pgn"
Caruana,Black,86,2.5,"Moiseenko,-A1._vs_Caruana,-F._2014.06.16.pgn"
Caruana,Black,230,4.5,Sergey-Karjakin_vs_Fabiano-Caruana_2018.06.24.pgn
Caruana,White,93,1.5,Caruana-Fabiano_vs_Lengyel-Bela_2005.06.09.pgn
Caruana,White,86,3,"Caruana,-F._vs_Jakovenko,-D._2011.06.01.pgn"
Caruana,Black,80,0,"Lenderman,-A._vs_Caruana,-F._2016.04.23.pgn"
Caruana,Black,89,3.5,"Kasparov,-G._vs_Caruana,-F._2016.04.28 (1).pgn"
Caruana,White,119,3.5,"Caruana,-F._vs_Iturrizaga,-E._2014.06.20.pgn"
Caruana,White,91,2,Fabiano-Caruana_vs_Sergey-Karjakin_2017.06.24.pgn
Caruana,Black,114,2.5,"Nisipeanu,-LD._vs_Caruana,-F._2013.10.07.pgn"
Caruana,White,107,7,"Caruana,-F._vs_Khouseinov,-R._2008.11.25.pgn"
Caruana,Black,83,11,"Giri,-A._vs_Caruana,-F._2013.04.25.pgn"
Caruana,White,102,5.5,"Caruana,-F._vs_Vachier-Lagrave,-M._2016.06.10.pgn"
Caruana,Black,145,6,Hamdouchi-Hichem_vs_Caruana-Fabiano_2006.06.10.pgn
Caruana,Black,115,16,"Vocaturo,-D._vs_Caruana,-F._2017.01.27.pgn"
Caruana,White,123,8.5,Caruana-Fabiano_vs_Werner-Dimo_2005.05.13.pgn
Caruana,Black,92,3.5,"Rosenthal,-Nicholas_vs_Caruana,-F._2017.03.25.pgn"
Caruana,White,48,3.5,Caruana-Fabiano_vs_Stupavski-Zdenko_2005.04.06.pgn
Caruana,Black,100,0,Alexander-Grischuk_vs_Fabiano-Caruana_2017.11.12 (3).pgn
Caruana,Black,66,1,"Braun,-A._vs_Caruana,-F._2008.04.24.pgn"
Caruana,White,43,0,"Caruana,-F._vs_Gelfand,-B._2009.07.25.pgn"
Caruana,Black,77,0,"Aronian,-L._vs_Caruana,-F._2015.08.23.pgn"
Caruana,White,137,20,Fabiano-Caruana_vs_Gawain-C-Jones_2018.01.14.pgn
Caruana,Black,87,8,"Dancevski,-O._vs_Caruana,-F._2009.10.04.pgn"
Caruana,White,132,26.5,"Caruana,-F._vs_Topalov,-V._2014.06.10.pgn"
Caruana,Black,146,14.5,"Nguyen-Ngoc-Truong-Son_vs_Caruana,-F._2010.07.29.pgn"
Caruana,White,117,2,"Caruana,-F._vs_Bruno,-Fabi_2011.11.30.pgn"
Caruana,Black,155,18.5,"Fressinet,-L._vs_Caruana,-F._2016.06.09.pgn"
Caruana,Black,102,6,Kenny-Solomon_vs_Fabiano-Caruana_2017.09.04.pgn
Caruana,White,75,3.5,Fabiano-Caruana_vs_Maxim-Matlakov_2018.01.19.pgn
Caruana,White,77,1,"Caruana,-F._vs_Grandelius,-N._2016.10.03.pgn"
Caruana,White,69,0,"Caruana,-F._vs_Gelfand,-B._2014.10.28.pgn"
Caruana,White,71,2,"Caruana,-F._vs_Carlsson,-P._2008.01.19.pgn"
Caruana,White,121,14.5,"Caruana,-F._vs_Rublevsky,-S._2011.04.19.pgn"
Caruana,Black,58,1,"Karpov,-Ana_vs_Caruana,-F._2008.10.29 (1).pgn"
Caruana,White,93,5.5,"Caruana,-F._vs_Hess,-Ro_2017.03.08.pgn"
Caruana,White,85,0,"Caruana,-F._vs_Vachier-Lagrave,-M._2016.05.10.pgn"
Caruana,Black,78,8.5,"Topalov,-V._vs_Caruana,-F._2012.01.25.pgn"
Caruana,White,67,6.5,"Caruana,-F._vs_Bocharov,-D._2011.04.12.pgn"
Caruana,Black,98,2.5,"Negi,-P._vs_Caruana,-F._2011.06.22.pgn"
Caruana,White,53,4.5,"Caruana,-F._vs_Van-der-Werf,-M._2008.01.13.pgn"
Caruana,Black,48,6,"Leitao,-R._vs_Caruana,-F._2010.09.30.pgn"
Caruana,Black,60,7.5,"Kristjansson,-St_vs_Caruana,-F._2011.09.30.pgn"
Caruana,White,89,3.5,"Caruana,-F._vs_Hauchard,-A._2009.10.10.pgn"
Caruana,White,99,5.5,"Caruana,-F._vs_So,-W._2015.09.01.pgn"
Caruana,Black,113,6,"Vachier-Lagrave,-M._vs_Caruana,-F._2016.06.20.pgn"
Caruana,Black,79,15,Maxime-Vachier-Lagrave_vs_Fabiano-Caruana_2018.08.22.pgn
Caruana,Black,69,5,"Kramnik,-V._vs_Caruana,-F._2014.12.13.pgn"
Caruana,Black,153,14.5,Magnus-Carlsen_vs_Fabiano-Caruana_2018.05.28.pgn
Caruana,White,113,1,Caruana-Fabiano_vs_Goczo-Melinda_2005.04.10.pgn
Caruana,Black,134,3.5,"Morozevich,-A._vs_Caruana,-F._2013.06.12.pgn"
Caruana,White,55,4,"Caruana,-F._vs_Berg,-E._2008.11.20.pgn"
Caruana,White,151,12.5,"Caruana,-F._vs_Kasimdzhanov,-R._2013.05.25.pgn"
Caruana,Black,95,3.5,"Naiditsch,-A._vs_Caruana,-F._2009.10.28.pgn"
Caruana,Black,90,5,"Shabalov,-A._vs_Caruana,-F._2016.04.18.pgn"
Caruana,Black,101,10,"Morozevich,-A._vs_Caruana,-F._2012.11.23.pgn"
Caruana,White,88,5.5,"Caruana,-F._vs_Anand,-V._2013.02.14.pgn"
Caruana,White,77,1,"Caruana,-F._vs_Karjakin,-Sergey_2015.02.19.pgn"
Caruana,White,67,1,"Caruana,-F._vs_Popov,-Iv-RUS_2009.03.12.pgn"
Caruana,White,105,4.5,Fabiano-Caruana_vs_Sergey-Karjakin_2018.05.27.pgn
Caruana,Black,59,8.5,"Bosiocic,-Mari_vs_Caruana,-F._2007.03.11.pgn"
Caruana,White,63,3.5,"Caruana,-F._vs_Meier,-Geo_2007.05.13.pgn"
Caruana,White,192,10,"Caruana,-F._vs_Vokac,-M._2007.05.15.pgn"
Caruana,Black,88,5,"Anand,-V._vs_Caruana,-F._2013.02.22.pgn"
Caruana,Black,74,0,"Contin,-D._vs_Caruana,-F._2008.12.07.pgn"
Caruana,White,64,8.5,"Caruana,-F._vs_Nakamura,-Hi_2016.06.11.pgn"
Caruana,Black,93,0,"Aronian,-L._vs_Caruana,-F._2015.01.17.pgn"
Caruana,White,95,3.5,"Caruana,-F._vs_Gelfand,-B._2012.01.29.pgn"
Caruana,White,107,2.5,"Caruana,-F._vs_Michalik,-P._2014.06.19.pgn"
Caruana,Black,70,8,Levon-Aronian_vs_Fabiano-Caruana_2018.08.11.pgn
Caruana,Black,102,8.5,Tairova-Elena_vs_Caruana-Fabiano_2006.05.17.pgn
Caruana,Black,50,3.5,"Savchenko,-B._vs_Caruana,-F._2010.11.16.pgn"
Caruana,White,60,3.5,"Caruana,-F._vs_Gelfand,-B._2015.05.21.pgn"
Caruana,Black,57,1,"Hracek,-Z._vs_Caruana,-F._2010.03.15.pgn"
Caruana,White,95,10.5,"Caruana,-F._vs_Adams,-Mi_2014.07.19.pgn"
Caruana,Black,121,7,"Vachier-Lagrave,-M._vs_Caruana,-F._2016.05.10 (10).pgn"
Caruana,Black,50,3.5,"Brkic,-A._vs_Caruana,-F._2008.02.19.pgn"
Caruana,White,70,0,Fabiano-Caruana_vs_Levon-Aronian_2018.07.24 (4).pgn
Caruana,White,64,0,"Caruana,-F._vs_Savchenko,-B._2011.04.14.pgn"
Caruana,Black,185,2,"Leko,-P._vs_Caruana,-F._2008.11.21.pgn"
Caruana,Black,100,14.5,"Ruijgrok,-D._vs_Caruana,-F._2008.01.14.pgn"
Caruana,White,76,7.5,"Caruana,-F._vs_Anand,-V._2015.02.02.pgn"
Caruana,White,97,0,Fabiano-Caruana_vs_Hikaru-Nakamura_2018.08.21.pgn
Caruana,White,161,0,"Caruana,-F._vs_Rusev,-K._2009.04.30.pgn"
Caruana,White,111,11,"Caruana,-F._vs_Nielsen,-PH._2010.08.19.pgn"
Caruana,White,119,3.5,"Caruana,-F._vs_Dvirnyy,-D._2011.12.10.pgn"
Caruana,Black,191,12,Mirzoev-Azer_vs_Caruana-Fabiano_2006.06.15.pgn
Caruana,White,67,4.5,"Caruana,-F._vs_Grandelius,-N._2011.11.06.pgn"
Caruana,Black,98,0,Jeffery-Xiong_vs_Fabiano-Caruana_2018.04.20.pgn
Caruana,White,119,0,"Caruana,-F._vs_Nielsen,-PH._2009.08.29.pgn"
Caruana,Black,128,4.5,"Navara,-D._vs_Caruana,-F._2012.01.28.pgn"
Caruana,White,179,22.5,"Caruana,-F._vs_Drozdovskij,-Y._2011.09.01.pgn"
Caruana,Black,81,3.5,"Anand,-V._vs_Caruana,-F._2013.01.14.pgn"
Caruana,Black,156,15,Alexander-Grischuk_vs_Fabiano-Caruana_2017.06.24.pgn
Caruana,White,68,1.5,"Caruana,-F._vs_Vachier-Lagrave,-M._2016.05.10 (7).pgn"
Caruana,Black,104,13.5,"Giri,-A._vs_Caruana,-F._2016.06.11.pgn"
Caruana,Black,84,15,"Durarbayli,-V._vs_Caruana,-F._2015.10.10.pgn"
Caruana,White,81,5.5,"Caruana,-F._vs_Tomashevsky,-E._2015.05.16.pgn"
Caruana,White,53,2,Fabiano-Caruana_vs_Luka-Lenic_2018.02.24.pgn
Caruana,White,105,0,"Caruana,-F._vs_Carlsen,-M._2014.04.23.pgn"
Caruana,White,88,10,Fabiano-Caruana_vs_Shakhriyar-Mamedyarov_2018.05.27.pgn
Caruana,Black,77,10,"Ponomariov,-R._vs_Caruana,-F._2013.05.22.pgn"
Caruana,White,89,6.5,"Caruana,-F._vs_Adams,-Mi_2016.10.09.pgn"
Caruana,Black,90,4.5,"Anand,-V._vs_Caruana,-F._2013.02.27.pgn"
Caruana,Black,118,8.5,Alexander-Grischuk_vs_Fabiano-Caruana_2017.11.12 (5).pgn
Caruana,White,65,1,"Caruana,-F._vs_Rombaldoni,-Ax_2010.11.28.pgn"
Caruana,Black,85,8.5,"Safarli,-E._vs_Caruana,-F._2016.06.01.pgn"
Caruana,Black,106,13,"Akobian,-V._vs_Caruana,-F._2017.03.25.pgn"
Caruana,Black,89,8.5,"Leko,-P._vs_Caruana,-F._2010.01.22.pgn"
Caruana,Black,120,5,"Macieja,-B._vs_Caruana,-F._2011.04.30.pgn"
Caruana,White,105,13.5,"Caruana,-F._vs_Godena,-M._2010.12.03.pgn"
Caruana,White,59,5,Fabiano-Caruana_vs_Sergey-Karjakin_2018.08.24.pgn
Caruana,White,42,1,"Caruana,-F._vs_Nakamura,-Hi_2012.01.03.pgn"
Caruana,Black,60,3.5,Farago-Sandor_vs_Caruana-Fabiano_2005.02.13.pgn
Caruana,White,81,20.5,"Caruana,-F._vs_Ponomariov,-R._2014.07.13.pgn"
Caruana,Black,74,3.5,"Bartel,-Mat_vs_Caruana,-F._2014.06.19.pgn"
Caruana,Black,95,4.5,"Brunello,-S._vs_Caruana,-F._2007.11.27.pgn"
Caruana,Black,62,5,Leinier-Dominguez-Perez_vs_Fabiano-Caruana_2018.02.03.pgn
Caruana,White,78,10,"Caruana,-F._vs_Carlsen,-M._2015.01.16.pgn"
Caruana,Black,98,6,"So,-W._vs_Caruana,-F._2017.03.31.pgn"
Caruana,White,165,17,Fabiano-Caruana_vs_Levon-Aronian_2018.07.24 (12).pgn
Caruana,Black,54,4.5,"Malakhov,-V._vs_Caruana,-F._2013.08.19.pgn"
Caruana,White,151,6,"Caruana,-F._vs_Stevic,-H._2008.04.27.pgn"
Caruana,White,80,1,"Caruana,-F._vs_Kasparov,-G._2016.04.29 (1).pgn"
Caruana,White,181,9.5,"Caruana,-F._vs_Nakamura,-Hi_2013.10.22.pgn"
Caruana,White,99,1,"Caruana,-F._vs_Bagaturov,-G._2007.09.08.pgn"
Caruana,White,110,4.5,Caruana-Fabiano_vs_Bellia-Fabrizio_2006.02.08.pgn
Caruana,White,67,1,"Caruana,-F._vs_Giri,-A._2016.06.19.pgn"
Caruana,White,77,8.5,"Caruana,-F._vs_Jenni,-F._2007.05.08.pgn"
Caruana,Black,105,7,"Vachier-Lagrave,-M._vs_Caruana,-F._2016.05.10 (11).pgn"
Caruana,White,100,16.5,"Caruana,-F._vs_Brunello,-S._2010.11.26.pgn"
Caruana,White,77,7,"Caruana,-F._vs_Aronian,-L._2016.06.20.pgn"
