player,color,moves,total_sac,file_name
Anand,Black,67,1,"Aronian,-L._vs_Anand,-V._2015.02.07.pgn"
Anand,White,91,5.5,Viswanathan-Anand_vs_Marc-Esserman_2017.09.23.pgn
Anand,Black,108,2.5,Karpov-Anatoly_vs_Anand-Viswanathan_1997.__.__ (1).pgn
Anand,Black,86,2.5,"Radjabov,-T._vs_Anand,-V._2014.06.18.pgn"
Anand,Black,119,4.5,"Topalov,-V._vs_Anand,-V._2010.05.07.pgn"
Anand,Black,60,13.5,"Rublevsky,-S._vs_Anand,-V._2007.11.22.pgn"
Anand,Black,36,1,Gelfand-Boris_vs_Anand-Viswanathan_2004.10.27.pgn
Anand,White,70,4.5,Anand-Viswanathan_vs_Sveshnikov-Evgeny_1987.__.__.pgn
Anand,Black,86,3.5,Galego-Luis_vs_Anand-Viswanathan_1984.08.12.pgn
Anand,Black,104,0,Rublevsky-Sergei_vs_Anand-Viswanathan_1999.__.__.pgn
Anand,White,128,8,Anand-Viswanathan_vs_Jussupow-Artur_1998.__.__.pgn
Anand,White,60,6,"Anand,-V._vs_Mamedyarov,-S._2009.05.08.pgn"
Anand,Black,42,1,Anton-Korobov_vs_Viswanathan-Anand_2017.12.30.pgn
Anand,White,37,0,Anand-Viswanathan_vs_Krasenkow-Michal_2003.__.__.pgn
Anand,White,98,0,"Anand,-V._vs_Ivanchuk,-V._2011.03.18.pgn"
Anand,Black,45,8.5,Timman-Jan-H_vs_Anand-Viswanathan_2003.__.__.pgn
Anand,White,61,4.5,Anand-Viswanathan_vs_Ye-Jiangchuan_1989.__.__.pgn
Anand,Black,86,12,Larsen-Bent_vs_Anand-Viswanathan_1992.__.__.pgn
Anand,White,58,0,"Anand,-V._vs_Nakamura,-Hi_2015.02.19.pgn"
Anand,Black,22,0,Xu-Jun_vs_Anand-Viswanathan_1990.__.__.pgn
Anand,White,78,0,Anand-Viswanathan_vs_Touzane-Olivier_2001.__.__ (1).pgn
Anand,Black,44,4.5,"Svidler,-P._vs_Anand,-V._2017.04.12.pgn"
Anand,Black,97,1,Spassky-Boris-V_vs_Anand-Viswanathan_1989.__.__.pgn
Anand,White,63,0,Anand-Viswanathan_vs_Adams-Michael_1998.__.__ (1).pgn
Anand,White,98,3.5,"Anand,-V._vs_Nakamura,-Hi_2011.12.06.pgn"
Anand,Black,102,16,"Wang-Yue_vs_Anand,-V._2010.10.26.pgn"
Anand,White,51,3.5,Anand-Viswanathan_vs_Izeta-Txabarri-Felix_1993.__.__.pgn
Anand,Black,64,4.5,Matveeva-Svetlana_vs_Anand-Viswanathan_1990.__.__.pgn
Anand,White,41,4.5,"Anand,-V._vs_Naiditsch,-A._2009.11.17.pgn"
Anand,White,47,5,Anand-Viswanathan_vs_Gurevich-Mikhail_2004.11.02.pgn
Anand,White,118,12.5,Anand-Viswanathan_vs_Shirov-Alexei_1997.__.__ (4).pgn
Anand,Black,76,11,"Hug,-W._vs_Anand,-V._2009.08.23.pgn"
Anand,Black,89,1,Grischuk-Alexander_vs_Anand-Viswanathan_2005.08.14.pgn
Anand,Black,84,4.5,Schlosser-Michael_vs_Anand-Viswanathan_1990.__.__.pgn
Anand,White,0,0,Viswanathan-Anand_vs_Wesley-So_Mon Nov 25 2019.pgn
Anand,Black,94,10,"Svidler,-P._vs_Anand,-V._2009.11.18.pgn"
Anand,Black,102,13.5,"Aronian,-L._vs_Anand,-V._2012.12.03.pgn"
Anand,Black,90,5.5,Ivanchuk-Vassily_vs_Anand-Viswanathan_1992.__.__ (1).pgn
Anand,White,77,4.5,Anand-Viswanathan_vs_Kamsky-Gata_1994.__.__.pgn
Anand,White,97,18.5,"Anand,-V._vs_Ponomariov,-R._2007.07.06.pgn"
Anand,Black,54,3.5,Kudrin-Sergey_vs_Anand-Viswanathan_1986.__.__.pgn
Anand,Black,75,6,"Nakamura,-Hi_vs_Anand,-V._2011.09.27.pgn"
Anand,White,69,7.5,Anand-Viswanathan_vs_Nikolic-Predrag_1997.__.__.pgn
Anand,White,50,6,Anand-Viswanathan_vs_Dreev-Alexey_2002.__.__ (2).pgn
Anand,Black,82,1,Andersson-Ulf_vs_Anand-Viswanathan_1989.__.__.pgn
Anand,Black,69,1,"Kramnik,-V._vs_Anand,-V._2007.06.23.pgn"
Anand,White,72,4,"Anand,-V._vs_Kramnik,-V._2008.10.23.pgn"
Anand,White,51,0,"Anand,-V._vs_Shirov,-A._2011.01.26.pgn"
Anand,White,51,12.5,Viswanathan-Anand_vs_Wesley-So_2017.06.05.pgn
Anand,Black,59,11,Carlsen-Magnus_vs_Anand-Viswanathan_2005.06.11.pgn
Anand,Black,63,0,Kramnik-Vladimir_vs_Anand-Viswanathan_2000.__.__ (1).pgn
Anand,White,81,16.5,Anand-Viswanathan_vs_Van-Wely-Loek_1997.__.__.pgn
Anand,Black,164,10,Larsen-Bent_vs_Anand-Viswanathan_1989.__.__.pgn
Anand,Black,90,10,Ljubojevic-Ljubomir_vs_Anand-Viswanathan_1993.__.__.pgn
Anand,White,139,1,Anand-Viswanathan_vs_Thipsay-Praveen-M_1987.12.__.pgn
Anand,White,91,5.5,"Anand,-V._vs_Radjabov,-T._2007.03.18.pgn"
Anand,Black,85,1,"Nakamura,-Hi_vs_Anand,-V._2015.08.23.pgn"
Anand,White,57,2.5,Anand-Viswanathan_vs_Bilawer-Andreas_1994.__.__.pgn
Anand,Black,114,8.5,Shakhriyar-Mamedyarov_vs_Viswanathan-Anand_2018.06.20.pgn
Anand,Black,79,1,Hjartarson-Johann_vs_Anand-Viswanathan_2006.03.15.pgn
Anand,White,123,5,"Anand,-V._vs_Nakamura,-Hi_2015.02.13.pgn"
Anand,White,81,3.5,"Anand,-V._vs_Carlsen,-M._2014.11.18.pgn"
Anand,White,87,13.5,Anand-Viswanathan_vs_De-La-Riva-Aguado-Oscar_2001.__.__.pgn
Anand,Black,58,2.5,Magnus-Carlsen_vs_Viswanathan-Anand_2017.07.02.pgn
Anand,Black,67,0,Leko-Peter_vs_Anand-Viswanathan_2000.__.__.pgn
Anand,Black,37,0,Kamsky-Gata_vs_Anand-Viswanathan_1994.__.__ (3).pgn
Anand,Black,23,1,Dlugy-Maxim_vs_Anand-Viswanathan_1990.__.__.pgn
Anand,White,114,11,Anand-Viswanathan_vs_Kramnik-Vladimir_1994.__.__ (1).pgn
Anand,Black,64,1.5,Shovel-Kenneth_vs_Anand-Viswanathan_1985.__.__.pgn
Anand,Black,25,0,Malakhov-Vladimir_vs_Anand-Viswanathan_2006.08.06.pgn
Anand,White,134,5,Anand-Viswanathan_vs_Psakhis-Lev_2000.__.__.pgn
Anand,Black,76,9.5,Managadze-Nikoloz_vs_Anand-Viswanathan_2000.__.__.pgn
Anand,Black,57,3.5,Torre-Eugenio_vs_Anand-Viswanathan_1986.__.__.pgn
Anand,Black,18,0,Gulko-Boris-F_vs_Anand-Viswanathan_1993.__.__.pgn
Anand,White,75,3.5,Viswanathan-Anand_vs_Sergey-Karjakin_2018.06.21.pgn
Anand,White,102,16,Anand-Viswanathan_vs_Adams-Michael_1997.__.__ (4).pgn
Anand,White,77,17.5,"Anand,-V._vs_Vallejo-Pons,-F._2011.10.11.pgn"
Anand,Black,37,0,"Aronian,-L._vs_Anand,-V._2014.03.22.pgn"
Anand,Black,59,10,Naiditsch-Arkadij_vs_Anand-Viswanathan_2006.05.27.pgn
Anand,White,97,3.5,Anand-Viswanathan_vs_Karpov-Anatoly_1998.__.__ (4).pgn
Anand,White,115,7,Anand-Viswanathan_vs_Kamsky-Gata_1995.__.__.pgn
Anand,Black,36,1,Kramnik-Vladimir_vs_Anand-Viswanathan_1999.__.__ (1).pgn
Anand,White,89,2.5,"Anand,-V._vs_Hammer,-J._2013.05.17.pgn"
Anand,Black,52,2,Levon-Aronian_vs_Viswanathan-Anand_2017.06.05.pgn
Anand,White,77,1,Anand-Viswanathan_vs_Polgar-Zsuzsa_1991.__.__.pgn
Anand,Black,94,1,"Ivanchuk,-V._vs_Anand,-V._2009.11.17.pgn"
Anand,Black,89,7,Kamsky-Gata_vs_Anand-Viswanathan_1995.__.__ (1).pgn
Anand,White,72,18.5,Anand-Viswanathan_vs_Ivanchuk-Vassily_1994.__.__ (5).pgn
Anand,Black,94,2,Andersson-Ulf_vs_Anand-Viswanathan_1990.__.__ (1).pgn
Anand,Black,106,7,Svidler-Peter_vs_Anand-Viswanathan_2003.__.__ (1).pgn
Anand,White,45,3.5,Anand-Viswanathan_vs_Shirov-Alexei_1997.__.__ (2).pgn
Anand,White,75,5.5,Anand-Viswanathan_vs_Polgar-Judit_1994.__.__ (2).pgn
Anand,White,139,11,Viswanathan-Anand_vs_Sergey-Karjakin_2017.06.05.pgn
Anand,Black,71,1,"Nakamura,-Hi_vs_Anand,-V._2014.12.12.pgn"
Anand,White,67,11,"Anand,-V._vs_Kramnik,-V._2011.09.02.pgn"
Anand,White,95,1,"Anand,-V._vs_Hammer,-J._2015.06.15.pgn"
Anand,Black,71,5,Palatnik-Semon_vs_Anand-Viswanathan_1990.__.__.pgn
Anand,White,61,4.5,Anand-Viswanathan_vs_Ivanchuk-Vassily_1997.__.__ (1).pgn
Anand,Black,38,0,Karpov-Anatoly_vs_Anand-Viswanathan_1999.__.__ (6).pgn
Anand,Black,66,0,"Mareco,-S._vs_Anand,-V._2016.12.29.pgn"
Anand,Black,43,6,Svidler-Peter_vs_Anand-Viswanathan_2005.03.30.pgn
Anand,White,53,2,Anand-Viswanathan_vs_Shirov-Alexei_2004.08.08.pgn
Anand,White,116,2.5,"Anand,-V._vs_Ivanchuk,-V._2008.09.02.pgn"
Anand,Black,87,4.5,Maxime-Vachier-Lagrave_vs_Viswanathan-Anand_2017.06.06.pgn
Anand,Black,59,1,McDonald-Neil-R_vs_Anand-Viswanathan_1986.__.__.pgn
Anand,Black,126,9.5,Shirov-Alexei_vs_Anand-Viswanathan_2004.08.08.pgn
Anand,White,57,4.5,"Anand,-V._vs_Carlsen,-M._2007.03.23.pgn"
Anand,White,64,6,Anand-Viswanathan_vs_Ljubojevic-Ljubomir_1992.__.__ (1).pgn
Anand,Black,49,3.5,Topalov-Veselin_vs_Anand-Viswanathan_2001.__.__ (1).pgn
Anand,White,85,5,"Anand,-V._vs_Mamedyarov,-S._2015.04.25.pgn"
Anand,Black,70,6,Wesley-So_vs_Viswanathan-Anand_2018.06.24.pgn
Anand,White,111,6,Anand-Viswanathan_vs_Shirov-Alexei_1998.__.__ (1).pgn
Anand,Black,53,10,Ivanchuk-Vassily_vs_Anand-Viswanathan_2003.__.__.pgn
Anand,White,74,6,"Anand,-V._vs_Caruana,-F._2015.06.16.pgn"
Anand,Black,48,2.5,Shirov-Alexei_vs_Anand-Viswanathan_2004.10.23.pgn
Anand,White,82,3.5,"Anand,-V._vs_Kosteniuk,-A._2009.11.17.pgn"
Anand,Black,37,3.5,Kramnik-Vladimir_vs_Anand-Viswanathan_2004.08.01 (1).pgn
Anand,Black,86,14.5,Karpov-Anatoly_vs_Anand-Viswanathan_2000.__.__.pgn
Anand,White,75,5,Anand-Viswanathan_vs_Kamsky-Gata_1992.__.__.pgn
Anand,Black,33,0,Kamsky-Gata_vs_Anand-Viswanathan_1994.__.__ (1).pgn
Anand,White,116,11,Anand-Viswanathan_vs_Tiviakov-Sergei_1989.__.__.pgn
Anand,White,41,1,Anand-Viswanathan_vs_Shirov-Alexei_2004.03.30.pgn
Anand,White,32,3.5,"Anand,-V._vs_Ivanchuk,-V._2008.03.25.pgn"
Anand,White,83,1,Anand-Viswanathan_vs_Karpov-Anatoly_1998.__.__.pgn
Anand,White,31,1,Anand-Viswanathan_vs_Gurevich-Mikhail_1989.__.__.pgn
Anand,White,99,3.5,Anand-Viswanathan_vs_Polgar-Zsuzsa_1994.__.__.pgn
Anand,White,58,0,"Anand,-V._vs_Kramnik,-V._2008.10.18.pgn"
Anand,White,113,4.5,"Anand,-V._vs_Aronian,-L._2007.03.27.pgn"
Anand,Black,50,0,Kramnik-Vladimir_vs_Anand-Viswanathan_2001.__.__ (3).pgn
Anand,Black,82,0,Wesley-So_vs_Viswanathan-Anand_2018.08.15.pgn
Anand,White,111,11.5,Viswanathan-Anand_vs_Vladislav-Artemiev_2018.03.05.pgn
Anand,White,88,8.5,Anand-Viswanathan_vs_Piket-Jeroen_1997.__.__ (1).pgn
Anand,White,57,4.5,Anand-Viswanathan_vs_Leko-Peter_1999.__.__.pgn
Anand,Black,23,3.5,Barua-Dibyendu_vs_Anand-Viswanathan_1988.__.__.pgn
Anand,Black,60,3.5,"Eljanov,-P._vs_Anand,-V._2007.10.08.pgn"
Anand,White,43,0,Anand-Viswanathan_vs_Azmaiparashvili-Zurab_2003.__.__.pgn
Anand,White,84,2.5,Anand-Viswanathan_vs_Bryson-Douglas-M_1984.__.__.pgn
Anand,Black,113,8,Karpov-Anatoly_vs_Anand-Viswanathan_2002.__.__.pgn
Anand,White,54,4.5,Anand-Viswanathan_vs_Milov-Vadim_2005.11.05 (1).pgn
Anand,White,121,2,Anand-Viswanathan_vs_Blatny-Pavel_1987.__.__.pgn
Anand,White,105,7,Viswanathan-Anand_vs_Maxim-Matlakov_2018.01.13.pgn
Anand,White,50,4.5,Anand-Viswanathan_vs_Kasparov-Garry_1995.__.__ (3).pgn
Anand,White,99,5.5,"Anand,-V._vs_Kasimdzhanov,-R._2014.06.19.pgn"
Anand,Black,81,1,Kramnik-Vladimir_vs_Anand-Viswanathan_1996.__.__ (1).pgn
Anand,Black,55,0,Jussupow-Artur_vs_Anand-Viswanathan_1993.__.__.pgn
Anand,White,42,0,Anand-Viswanathan_vs_Kramnik-Vladimir_1999.__.__ (3).pgn
Anand,Black,48,1,Nielsen-Peter-Heine_vs_Anand-Viswanathan_2004.11.13.pgn
Anand,White,102,17,Anand-Viswanathan_vs_Thipsay-Praveen-M_1986.__.__ (1).pgn
Anand,White,74,6,"Anand,-V._vs_Giri,-A._2016.12.15.pgn"
Anand,Black,49,0,Adams-Michael_vs_Anand-Viswanathan_2005.10.09.pgn
Anand,White,77,1,Anand-Viswanathan_vs_Chernin-Alexander_2000.__.__.pgn
Anand,Black,64,0,Meetei-A-B_vs_Anand-Viswanathan_1986.__.__ (1).pgn
Anand,Black,62,0,"Oparin,-G._vs_Anand,-V._2016.01.29.pgn"
Anand,White,105,0,Anand-Viswanathan_vs_Jussupow-Artur_2002.__.__.pgn
Anand,Black,81,4.5,Kasparov-Garry_vs_Anand-Viswanathan_1995.__.__ (1).pgn
Anand,Black,96,19.5,Short-Nigel-D_vs_Anand-Viswanathan_1997.__.__.pgn
Anand,White,70,0,Anand-Viswanathan_vs_Djuric-Stefan_2000.__.__.pgn
Anand,White,117,2.5,Anand-Viswanathan_vs_Kramnik-Vladimir_1998.__.__ (4).pgn
Anand,Black,112,7,"Topalov,-V._vs_Anand,-V._2010.05.11.pgn"
Anand,White,103,7,Viswanathan-Anand_vs_Fabiano-Caruana_2018.06.16.pgn
Anand,White,66,0,"Anand,-V._vs_Giri,-A._2015.12.13.pgn"
Anand,White,55,0,Anand-Viswanathan_vs_Dokhoian-Yury_1990.__.__.pgn
Anand,Black,57,0,"Carlsen,-M._vs_Anand,-V._2013.06.18.pgn"
Anand,Black,64,10,Hikaru-Nakamura_vs_Viswanathan-Anand_2018.06.23.pgn
Anand,Black,103,5,Imanaliev-T_vs_Anand-Viswanathan_1987.__.__.pgn
Anand,Black,41,3.5,"Carlsen,-M._vs_Anand,-V._2014.01.29.pgn"
Anand,Black,71,8.5,Levon-Aronian_vs_Viswanathan-Anand_2018.08.22.pgn
Anand,White,73,2.5,Anand-Viswanathan_vs_Ftacnik-Lubomir_1993.__.__.pgn
Anand,Black,36,0,Karpov-Anatoly_vs_Anand-Viswanathan_2002.__.__ (2).pgn
Anand,Black,46,0,Touzane-Olivier_vs_Anand-Viswanathan_2001.__.__.pgn
Anand,Black,93,9,"Vachier-Lagrave,-M._vs_Anand,-V._2015.04.18.pgn"
Anand,White,69,6,Anand-Viswanathan_vs_Karpov-Anatoly_1994.__.__.pgn
Anand,Black,99,3.5,Sergey-Karjakin_vs_Viswanathan-Anand_2018.06.13.pgn
Anand,Black,116,7,"Leko,-P._vs_Anand,-V._2009.06.06.pgn"
Anand,Black,88,0,Hector-Jonny_vs_Anand-Viswanathan_2003.__.__.pgn
Anand,White,61,0,"Anand,-V._vs_Gelfand,-B._2013.02.22.pgn"
Anand,White,97,1,Anand-Viswanathan_vs_Leko-Peter_2006.01.19.pgn
Anand,Black,51,1,"Nakamura,-Hi_vs_Anand,-V._2014.12.08.pgn"
Anand,Black,75,2.5,"Wang-Hao_vs_Anand,-V._2013.05.18.pgn"
Anand,White,142,12,Anand-Viswanathan_vs_Kramnik-Vladimir_1994.__.__ (2).pgn
Anand,Black,28,0,Douven-Rudy-C_vs_Anand-Viswanathan_1989.__.__.pgn
Anand,Black,23,10,Dreev-Alexey_vs_Anand-Viswanathan_2001.__.__.pgn
Anand,Black,97,10.5,"Adams,-Mi_vs_Anand,-V._2011.12.03.pgn"
Anand,White,48,3.5,"Anand,-V._vs_Kramnik,-V._2016.12.18.pgn"
Anand,White,83,2.5,Viswanathan-Anand_vs_Vladislav-Artemiev_2017.12.30.pgn
Anand,Black,61,0,Sergey-Karjakin_vs_Viswanathan-Anand_2018.01.14.pgn
Anand,Black,82,5,"Kramnik,-V._vs_Anand,-V._2008.10.17.pgn"
Anand,White,84,1,"Anand,-V._vs_Vachier-Lagrave,-M._2015.08.27.pgn"
Anand,Black,37,0,Kramnik-Vladimir_vs_Anand-Viswanathan_1999.__.__ (4).pgn
Anand,Black,67,0,Shirov-Alexei_vs_Anand-Viswanathan_1994.__.__ (1).pgn
Anand,Black,50,7,Van-Wely-Loek_vs_Anand-Viswanathan_1999.__.__.pgn
Anand,Black,66,0,Mithrakanth-Poorna-Sharma_vs_Anand-Viswanathan_1987.__.__.pgn
Anand,Black,102,2.5,"Vachier-Lagrave,-M._vs_Anand,-V._2016.06.19.pgn"
Anand,Black,75,0,Shirov-Alexei_vs_Anand-Viswanathan_2004.03.30.pgn
Anand,White,90,11,"Anand,-V._vs_Nakamura,-Hi_2013.06.19.pgn"
Anand,White,50,1,"Anand,-V._vs_Ivanchuk,-V._2010.01.24.pgn"
Anand,White,98,3.5,Anand-Viswanathan_vs_Grischuk-Alexander_2006.03.23.pgn
Anand,White,65,6,Anand-Viswanathan_vs_Kasimdzhanov-Rustam_2005.06.12.pgn
Anand,White,37,0,Anand-Viswanathan_vs_Korchnoi-Viktor_2000.__.__.pgn
Anand,Black,77,4.5,Shirov-Alexei_vs_Anand-Viswanathan_2000.__.__ (5).pgn
Anand,White,111,5.5,"Anand,-V._vs_Morozevich,-A._2007.09.25.pgn"
Anand,White,97,8,"Anand,-V._vs_Hamitevici,-V._2014.12.06.pgn"
Anand,White,61,1,Anand-Viswanathan_vs_Benjamin-Joel_1989.__.__.pgn
Anand,Black,69,4.5,Karpov-Anatoly_vs_Anand-Viswanathan_1999.__.__ (1).pgn
Anand,Black,75,3.5,Kasparov-Garry_vs_Anand-Viswanathan_1995.__.__.pgn
Anand,Black,136,11,Kamsky-Gata_vs_Anand-Viswanathan_1993.__.__.pgn
Anand,White,71,9.5,"Anand,-V._vs_Harikrishna,-P._2016.02.21.pgn"
Anand,White,88,5.5,Anand-Viswanathan_vs_Kasparov-Garry_2005.02.28.pgn
Anand,Black,40,1,Rivas-Pastor-Manuel_vs_Anand-Viswanathan_1993.__.__.pgn
Anand,Black,72,7.5,Motylev-Alexander_vs_Anand-Viswanathan_2002.__.__.pgn
Anand,Black,95,0,Piket-Jeroen_vs_Anand-Viswanathan_1999.__.__ (1).pgn
Anand,White,77,0,Anand-Viswanathan_vs_Adams-Michael_1994.__.__.pgn
Anand,Black,75,5,"Kramnik,-V._vs_Anand,-V._2017.04.13.pgn"
Anand,White,85,9.5,"Anand,-V._vs_Topalov,-V._2016.08.13.pgn"
Anand,Black,63,1,"Karjakin,-Sergey_vs_Anand,-V._2016.12.29.pgn"
Anand,Black,170,10,"Wang-Yue_vs_Anand,-V._2009.03.26.pgn"
Anand,Black,68,3.5,Radjabov-Teimour_vs_Anand-Viswanathan_2002.__.__.pgn
Anand,White,66,2.5,Anand-Viswanathan_vs_Ivanchuk-Vassily_1992.__.__ (5).pgn
Anand,White,129,0,"Anand,-V._vs_Baramidze,-D._2015.02.08.pgn"
Anand,Black,83,1,Kasparov-Garry_vs_Anand-Viswanathan_2002.__.__.pgn
Anand,White,145,16,Anand-Viswanathan_vs_Aronian-Levon_2006.03.29.pgn
Anand,White,49,10.5,Anand-Viswanathan_vs_Ninov-Kiril_1987.__.__.pgn
Anand,Black,86,4.5,Vallejo-Pons-Francisco_vs_Anand-Viswanathan_2006.03.20.pgn
Anand,Black,22,0,Hjartarson-Johann_vs_Anand-Viswanathan_2000.__.__.pgn
Anand,White,59,2,Anand-Viswanathan_vs_Shirov-Alexei_2004.08.07.pgn
Anand,Black,53,3.5,Van-Der-Wiel-John-T-H_vs_Anand-Viswanathan_1984.__.__.pgn
Anand,Black,135,8,"Khismatullin,-D._vs_Anand,-V._2015.10.11.pgn"
Anand,Black,63,13,"Anton-Guijarro,-D._vs_Anand,-V._2016.06.10 (1).pgn"
Anand,Black,65,0,"Polgar,-Ju_vs_Anand,-V._2008.08.02.pgn"
Anand,White,89,9.5,Anand-Viswanathan_vs_Aarthie-Ramaswamy_1998.__.__.pgn
Anand,White,58,4.5,Anand-Viswanathan_vs_Topalov-Veselin_2003.__.__ (1).pgn
Anand,White,69,5,"Anand,-V._vs_Morozevich,-A._2008.03.20.pgn"
Anand,White,57,10.5,"Anand,-V._vs_Vallejo-Pons,-F._2008.05.30 (2).pgn"
Anand,Black,92,12.5,"Dominguez-Perez,-L._vs_Anand,-V._2015.10.14.pgn"
Anand,Black,114,13.5,"Vallejo-Pons,-F._vs_Anand,-V._2011.09.30.pgn"
Anand,Black,186,3.5,Polgar-Judit_vs_Anand-Viswanathan_1996.__.__.pgn
Anand,White,101,10,Anand-Viswanathan_vs_Kantsler-Boris_1987.__.__.pgn
Anand,White,39,11,Anand-Viswanathan_vs_Svidler-Peter_2003.__.__ (2).pgn
Anand,White,77,3.5,Anand-Viswanathan_vs_Fauland-Alexander_1989.__.__.pgn
Anand,Black,118,13,Bruzon-Lazaro_vs_Anand-Viswanathan_2006.06.09 (1).pgn
Anand,White,126,15.5,Anand-Viswanathan_vs_Tiviakov-Sergei_1992.__.__ (1).pgn
Anand,White,89,11,Anand-Viswanathan_vs_Adams-Michael_2000.__.__.pgn
Anand,White,54,13.5,"Anand,-V._vs_Carlsen,-M._2011.09.02.pgn"
Anand,Black,90,5.5,Akopian-Vladimir_vs_Anand-Viswanathan_2004.06.12.pgn
Anand,White,54,7,Anand-Viswanathan_vs_Kramnik-Vladimir_1993.__.__.pgn
Anand,White,130,7.5,"Anand,-V._vs_Kramnik,-V._2007.09.15.pgn"
Anand,White,33,0,"Anand,-V._vs_Topalov,-V._2009.03.24.pgn"
Anand,Black,87,8,"Ponomariov,-R._vs_Anand,-V._2009.11.16.pgn"
Anand,White,33,1,"Anand,-V._vs_Bacrot,-E._2007.08.18.pgn"
Anand,White,68,2.5,"Anand,-V._vs_Aronian,-L._2008.02.16.pgn"
Anand,Black,80,6.5,"Mamedyarov,-S._vs_Anand,-V._2013.06.21.pgn"
Anand,Black,58,0,Kramnik-Vladimir_vs_Anand-Viswanathan_1997.__.__ (1).pgn
Anand,White,78,3.5,"Anand,-V._vs_Kramnik,-V._2011.12.09.pgn"
Anand,White,85,12.5,"Anand,-V._vs_Mamedyarov,-S._2011.10.31.pgn"
Anand,Black,78,10.5,"Shirov,-A._vs_Anand,-V._2011.06.03.pgn"
Anand,White,134,1,"Anand,-V._vs_Riazantsev,-A._2016.12.28.pgn"
Anand,White,47,1,Anand-Viswanathan_vs_Ganesan-Sankar_1988.__.__.pgn
Anand,Black,113,4.5,"Topalov,-V._vs_Anand,-V._2013.05.07.pgn"
Anand,White,91,3.5,Anand-Viswanathan_vs_Ponomariov-Ruslan_2002.__.__ (1).pgn
Anand,Black,33,0,Khalifman-Alexander_vs_Anand-Viswanathan_2000.__.__ (1).pgn
Anand,White,89,10.5,Anand-Viswanathan_vs_Tiviakov-Sergei_2001.__.__ (1).pgn
Anand,Black,72,7.5,Dreev-Alexey_vs_Anand-Viswanathan_1991.__.__ (2).pgn
Anand,Black,45,1,"Ivanchuk,-V._vs_Anand,-V._2007.03.19.pgn"
Anand,Black,75,0,Topalov-Veselin_vs_Anand-Viswanathan_2006.03.30.pgn
Anand,Black,106,11,Kramnik-Vladimir_vs_Anand-Viswanathan_1994.__.__ (2).pgn
Anand,White,84,1,"Anand,-V._vs_Adams,-Mi_2012.12.07.pgn"
Anand,White,37,0,Anand-Viswanathan_vs_Adams-Michael_1987.__.__.pgn
Anand,White,71,0,Anand-Viswanathan_vs_Ponomariov-Ruslan_2002.__.__ (4).pgn
Anand,Black,101,13,Ivanchuk-Vassily_vs_Anand-Viswanathan_1995.__.__ (1).pgn
Anand,Black,72,5,Radjabov-Teimour_vs_Anand-Viswanathan_2006.08.18.pgn
Anand,White,91,14.5,Anand-Viswanathan_vs_Kramnik-Vladimir_2001.__.__ (5).pgn
Anand,White,67,1,Anand-Viswanathan_vs_Strikovic-Aleksa_2006.08.05.pgn
Anand,White,53,3.5,"Anand,-V._vs_Zvjaginsev,-V._2015.10.14.pgn"
Anand,Black,84,3,Grischuk-Alexander_vs_Anand-Viswanathan_2005.08.12.pgn
Anand,White,77,8,Anand-Viswanathan_vs_Thorhallsson-Throstur_1986.__.__.pgn
Anand,Black,124,11,Parameswaran-Tiruchi-N_vs_Anand-Viswanathan_1992.__.__.pgn
Anand,White,66,10,Anand-Viswanathan_vs_Sisniega-Marcel_1987.__.__.pgn
Anand,Black,152,6,Khalifman-Alexander_vs_Anand-Viswanathan_1987.__.__.pgn
Anand,Black,68,4.5,"Polgar,-Ju_vs_Anand,-V._2010.08.28.pgn"
Anand,White,82,18,Anand-Viswanathan_vs_Bacrot-Etienne_2001.__.__.pgn
Anand,Black,137,11,"Carlsen,-M._vs_Anand,-V._2009.11.17.pgn"
Anand,White,49,8.5,"Anand,-V._vs_Van-Wely,-L._2007.03.22.pgn"
Anand,White,92,5,Anand-Viswanathan_vs_Savchenko-Stanislav_2005.04.09.pgn
Anand,Black,111,0,Karpov-Anatoly_vs_Anand-Viswanathan_1992.__.__ (2).pgn
Anand,Black,69,0,Greenfeld-Alon_vs_Anand-Viswanathan_2000.__.__.pgn
Anand,White,113,16,Anand-Viswanathan_vs_Radjabov-Teimour_2006.08.20.pgn
Anand,White,65,5,"Anand,-V._vs_Radjabov,-T._2013.05.07.pgn"
Anand,White,95,1,Anand-Viswanathan_vs_Gelfand-Boris_2006.09.07.pgn
Anand,White,51,4.5,"Anand,-V._vs_Naiditsch,-A._2009.08.02.pgn"
Anand,Black,117,9,"Aronian,-L._vs_Anand,-V._2011.03.20.pgn"
Anand,White,71,3.5,Anand-Viswanathan_vs_Wells-Peter-K_1984.08.15.pgn
Anand,Black,74,2,Sergey-Karjakin_vs_Viswanathan-Anand_2018.08.20.pgn
Anand,White,255,5,"Anand,-V._vs_Gelfand,-B._2009.11.18.pgn"
Anand,White,78,3.5,"Anand,-V._vs_Giri,-A._2015.10.26.pgn"
Anand,Black,113,10.5,Shirov-Alexei_vs_Anand-Viswanathan_1992.__.__ (2).pgn
Anand,White,82,8.5,Anand-Viswanathan_vs_Shirov-Alexei_2000.__.__ (4).pgn
Anand,Black,87,4,Topalov-Veselin_vs_Anand-Viswanathan_2004.01.24.pgn
Anand,Black,70,4.5,Adams-Michael_vs_Anand-Viswanathan_1992.__.__ (4).pgn
